Suburb,BuildingArea,Latitude,Longitude,Price_USD
Hampton East,150.0,-37.9431,145.0274,975000.0
Hampton East,154.0,-37.9405,145.0346,900000.0
Hawthorn,210.0,-37.8344,145.0422,1237500.0
Hawthorn,53.0,-37.8303,145.0341,261000.0
Hawthorn,122.0,-37.8243,145.0328,891750.0
Hawthorn,82.0,-37.8154,145.0369,457500.0
Hawthorn,63.0,-37.8299,145.0422,369000.0
Hawthorn,64.0,-37.8249,145.0342,604500.0
Hawthorn,176.0,-37.8155,145.019,1500000.0
Hawthorn,88.0,-37.8186,145.017,564750.0
Hawthorn,52.0,-37.8177,145.0424,247500.0
Hawthorn,108.0,-37.8214,145.0437,1065000.0
Hawthorn,60.0,-37.8216,145.0343,371250.0
Hawthorn,56.0,-37.8294,145.0382,219000.0
Hawthorn,76.0,-37.8143,145.0322,435000.0
Hawthorn,155.0,-37.8236,145.0425,975000.0
Hawthorn,90.0,-37.8173,145.0252,975000.0
Hawthorn,52.0,-37.8192,145.0385,330000.0
Hawthorn,145.0,-37.8144,145.0153,750000.0
Hawthorn,109.0,-37.8155,145.0385,1305750.0
Hawthorn,78.0,-37.8343,145.0364,491250.0
Hawthorn,57.0,-37.8272,145.0343,366000.0
Hawthorn,150.0,-37.8165,145.021,1548750.0
Hawthorn,51.0,-37.8208,145.0456,262500.0
Hawthorn,130.0,-37.814,145.0212,1284000.0
Hawthorn,50.0,-37.8128,145.0171,360000.0
Hawthorn,41.0,-37.8155,145.0161,300000.0
Hawthorn,180.0,-37.8271,145.0243,1237500.0
Hawthorn,72.0,-37.8271,145.0347,440625.0
Hawthorn,70.0,-37.8268,145.0344,420000.0
Hawthorn,173.0,-37.8142,145.0252,1452000.0
Hawthorn,75.0,-37.8153,145.021,472500.0
Hawthorn,148.0,-37.8169,145.0234,1170000.0
Hawthorn,88.0,-37.8268,145.0344,630000.0
Hawthorn,178.0,-37.824,145.0427,1335000.0
Hawthorn,93.0,-37.8184,145.0163,611250.0
Hawthorn,196.0,-37.8235,145.029,1481250.0
Hawthorn,73.0,-37.8177,145.0424,493125.0
Hawthorn,52.0,-37.8261,145.0269,333750.0
Hawthorn,92.0,-37.8176,145.0204,885000.0
Hawthorn,70.0,-37.813,145.0207,352500.0
Hawthorn,76.0,-37.8226,145.0368,363750.0
Hawthorn,125.0,-37.8253,145.0287,1391250.0
Hawthorn,70.0,-37.8183,145.0194,498750.0
Hawthorn,103.0,-37.8172,145.0243,1163250.0
Hawthorn,71.0,-37.8183,145.0423,459375.0
Hawthorn,82.0,-37.8142,145.0308,536250.0
Hawthorn,151.0,-37.813,145.0167,791250.0
Hawthorn,275.0,-37.8246,145.026,1482000.0
Hawthorn,56.0,-37.8158,145.0342,374250.0
Hawthorn,85.0,-37.8157,145.0273,371250.0
Hawthorn,126.0,-37.8159,145.0219,1050000.0
Hawthorn,44.0,-37.8222,145.0329,277500.0
Hawthorn,89.0,-37.8213,145.0224,470625.0
Heidelberg Heights,120.0,-37.7501,145.0505,611250.0
Heidelberg Heights,107.0,-37.7426,145.0556,423750.0
Heidelberg Heights,192.0,-37.7453,145.0559,745500.0
Heidelberg Heights,130.0,-37.7477,145.0481,588750.0
Heidelberg Heights,118.0,-37.7424,145.0519,465000.0
Heidelberg Heights,125.0,-37.7449,145.0523,530062.5
Heidelberg Heights,84.0,-37.7418,145.0513,438000.0
Heidelberg Heights,134.0,-37.7358,145.0546,681750.0
Heidelberg Heights,161.0,-37.7404,145.0582,814500.0
Heidelberg Heights,78.0,-37.7365,145.0545,510000.0
Heidelberg Heights,85.0,-37.7377,145.0541,487500.0
Heidelberg Heights,172.0,-37.7487,145.0522,667500.0
Heidelberg Heights,90.0,-37.7422,145.05,487500.0
Heidelberg Heights,87.0,-37.7416,145.0567,453750.0
Heidelberg Heights,118.0,-37.7406,145.0483,712500.0
Heidelberg Heights,208.0,-37.7477,145.0565,642000.0
Heidelberg Heights,200.0,-37.7358,145.0559,450000.0
Heidelberg Heights,101.0,-37.7416,145.0481,686250.0
Heidelberg Heights,83.0,-37.747,145.0575,300000.0
Heidelberg Heights,90.0,-37.7363,145.0506,412500.0
Heidelberg Heights,80.0,-37.7435,145.0486,442500.0
Heidelberg Heights,97.0,-37.7333,145.0588,690000.0
Heidelberg Heights,79.0,-37.7428,145.0557,345000.0
Heidelberg Heights,191.0,-37.7478,145.0477,750375.0
Heidelberg Heights,99.0,-37.7432,145.0479,473250.0
Heidelberg West,86.0,-37.7456,145.0397,518250.0
Heidelberg West,87.0,-37.7369,145.0376,420000.0
Heidelberg West,90.0,-37.7383,145.036,277500.0
Heidelberg West,86.0,-37.7369,145.0422,399000.0
Heidelberg West,111.0,-37.7441,145.0379,386625.0
Heidelberg West,88.0,-37.746,145.0422,600000.0
Heidelberg West,88.0,-37.7389,145.0393,465000.0
Heidelberg West,85.0,-37.7444,145.047,270000.0
Heidelberg West,81.0,-37.7341,145.0434,330375.0
Heidelberg West,152.0,-37.7466,145.0428,568500.0
Heidelberg West,13.0,-37.739,145.0481,360000.0
Heidelberg West,196.0,-37.738,145.0374,536250.0
Heidelberg West,18.0,-37.747,145.0389,484687.5
Heidelberg West,106.0,-37.7344,145.044,1031250.0
Heidelberg West,99.0,-37.7386,145.0387,541500.0
Heidelberg West,77.0,-37.7443,145.0462,543750.0
Heidelberg West,85.0,-37.7399,145.0369,348750.0
Hughesdale,97.0,-37.8931,145.0791,1162500.0
Hughesdale,76.0,-37.8967,145.0858,387000.0
Hughesdale,128.0,-37.8994,145.0816,1005000.0
Hughesdale,126.0,-37.9072,145.0762,987000.0
Hughesdale,118.0,-37.8966,145.0863,621000.0
Hughesdale,97.0,-37.9022,145.0811,791250.0
Hughesdale,90.0,-37.8988,145.0781,467250.0
Hughesdale,185.0,-37.9002,145.0768,1308750.0
Hughesdale,180.0,-37.9002,145.0773,1275000.0
Hughesdale,70.0,-37.9008,145.0859,315000.0
Hughesdale,100.0,-37.8991,145.0804,1002750.0
Hughesdale,60.0,-37.8942,145.0867,341250.0
Hughesdale,88.0,-37.8945,145.0876,300000.0
Hughesdale,122.0,-37.9034,145.0796,907500.0
Hughesdale,184.0,-37.898,145.0815,875625.0
Hughesdale,154.0,-37.8937,145.0779,675000.0
Ivanhoe,208.0,-37.7652,145.041,1698750.0
Ivanhoe,140.0,-37.766,145.0345,667500.0
Ivanhoe,91.0,-37.7702,145.0493,554250.0
Ivanhoe,110.0,-37.7551,145.05,588750.0
Ivanhoe,170.0,-37.7773,145.0379,866250.0
Ivanhoe,78.0,-37.7568,145.0355,765000.0
Ivanhoe,126.0,-37.7635,145.039,1098750.0
Ivanhoe,130.0,-37.765,145.0422,641250.0
Ivanhoe,59.0,-37.7591,145.0501,309750.0
Ivanhoe,110.0,-37.7634,145.0361,915000.0
Ivanhoe,165.0,-37.7702,145.0398,1203750.0
Ivanhoe,78.0,-37.7634,145.0406,440250.0
Ivanhoe,140.0,-37.7674,145.0392,1151250.0
Ivanhoe,217.0,-37.7565,145.0506,1102500.0
Ivanhoe,158.0,-37.7634,145.0439,1114500.0
Ivanhoe,292.0,-37.7591,145.04,1297500.0
Ivanhoe,232.0,-37.7659,145.0392,1387500.0
Ivanhoe,70.0,-37.7634,145.0406,375000.0
Ivanhoe,115.0,-37.7645,145.0314,826500.0
Ivanhoe,169.0,-37.7587,145.0426,956250.0
Ivanhoe,135.0,-37.7618,145.0287,588750.0
Ivanhoe,136.0,-37.758,145.0408,917625.0
Ivanhoe,233.0,-37.7771,145.0448,1290000.0
Ivanhoe,130.0,-37.7709,145.0425,918750.0
Ivanhoe,181.0,-37.7707,145.0467,1095000.0
Ivanhoe,58.0,-37.7753,145.0419,315750.0
Ivanhoe,110.0,-37.7661,145.0354,525000.0
Ivanhoe,120.0,-37.7582,145.034,532500.0
Ivanhoe,96.0,-37.7694,145.0406,487500.0
Kealba,163.0,-37.7367,144.8246,408750.0
Kealba,100.0,-37.7336,144.8226,375000.0
Kealba,155.0,-37.7378,144.8264,420000.0
Keilor East,200.0,-37.7402,144.8591,527250.0
Keilor East,104.0,-37.7441,144.8503,487500.0
Keilor East,201.0,-37.7325,144.8621,577500.0
Keilor East,125.0,-37.7506,144.8689,675000.0
Keilor East,116.0,-37.7514,144.8731,525000.0
Keilor East,188.0,-37.7482,144.877,612000.0
Keilor East,126.0,-37.7425,144.8683,633750.0
Keilor East,132.0,-37.7465,144.876,579000.0
Keilor East,140.0,-37.7295,144.8644,567750.0
Keilor East,148.0,-37.7469,144.8526,517500.0
Keilor East,133.0,-37.7459,144.8643,437250.0
Keilor East,123.0,-37.7435,144.8798,660000.0
Keilor East,138.0,-37.7434,144.881,435000.0
Keilor East,257.0,-37.7293,144.8659,664500.0
Keilor East,182.0,-37.7479,144.8805,690000.0
Keilor East,212.0,-37.7459,144.8788,732000.0
Keilor East,250.0,-37.7453,144.8721,1065000.0
Keilor East,127.0,-37.7301,144.8671,675000.0
Keilor East,102.0,-37.7459,144.8673,420000.0
Keilor East,268.0,-37.7502,144.8745,757500.0
Keilor East,184.0,-37.7452,144.8652,626250.0
Keilor East,156.0,-37.7517,144.8776,528750.0
Keilor East,154.0,-37.749,144.8599,510000.0
Keilor East,141.0,-37.7311,144.8663,588750.0
Keilor East,154.0,-37.734,144.8593,521250.0
Keilor East,85.0,-37.7346,144.8646,376500.0
Keilor East,174.0,-37.7428,144.8536,577500.0
Keilor East,120.0,-37.7408,144.8553,427500.0
Keilor East,198.0,-37.7394,144.8628,622500.0
Keilor East,125.0,-37.7498,144.8585,450000.0
Keilor East,126.0,-37.7378,144.8705,618750.0
Keilor East,184.0,-37.7381,144.8554,551250.0
Keilor East,130.0,-37.7362,144.8643,656250.0
Keilor East,147.0,-37.7303,144.8636,450900.0
Keilor East,105.0,-37.7305,144.8646,510000.0
Keilor East,201.0,-37.7449,144.8533,528750.0
Keilor East,133.0,-37.7415,144.8668,532500.0
Keilor East,233.0,-37.7479,144.8763,549000.0
Kensington,138.0,-37.7929,144.9197,639000.0
Kensington,106.0,-37.7953,144.9275,777750.0
Kensington,121.0,-37.7957,144.932,1102500.0
Kensington,81.0,-37.7974,144.9261,369375.0
Kensington,55.0,-37.794,144.923,315000.0
Kensington,80.0,-37.7899,144.9231,315000.0
Kensington,113.0,-37.7938,144.9228,953250.0
Kensington,104.0,-37.7923,144.9332,757500.0
Kensington,112.0,-37.7976,144.9213,562500.0
Kensington,126.0,-37.799,144.9276,678750.0
Kensington,72.0,-37.7959,144.9343,720000.0
Kensington,99.0,-37.7929,144.9287,773250.0
Kensington,95.0,-37.7891,144.926,652500.0
Kensington,135.0,-37.7923,144.9324,873750.0
Kensington,270.0,-37.7893,144.933,1282500.0
Kensington,120.0,-37.7954,144.9274,1091250.0
Kensington,47.0,-37.7961,144.9261,273750.0
Kensington,76.0,-37.7902,144.9319,573750.0
Kensington,50.0,-37.7961,144.9261,277500.0
Kensington,127.0,-37.7922,144.9316,925875.0
Kensington,92.0,-37.7896,144.9321,499500.0
Kensington,88.0,-37.7925,144.9264,618750.0
Kensington,79.0,-37.7989,144.9275,609000.0
Kensington,270.0,-37.7893,144.933,1425000.0
Kensington,67.0,-37.7913,144.9323,333750.0
Kensington,130.0,-37.7934,144.9166,549000.0
Kensington,147.0,-37.792,144.9324,945000.0
Kensington,132.0,-37.7926,144.9197,750000.0
Kensington,101.0,-37.7918,144.9264,866250.0
Kensington,136.0,-37.7982,144.9202,592500.0
Kensington,97.0,-37.7903,144.9345,525000.0
Kensington,109.0,-37.793,144.934,922500.0
Kensington,84.0,-37.7948,144.9314,345000.0
Kensington,80.0,-37.7899,144.9231,296250.0
Kensington,90.0,-37.7925,144.9315,637500.0
Kensington,103.0,-37.7921,144.9234,651000.0
Kensington,90.0,-37.7937,144.9295,579750.0
Kensington,86.0,-37.7897,144.9228,307500.0
Kensington,59.0,-37.7966,144.9254,318750.0
Kew,72.0,-37.8024,145.0346,457500.0
Kew,141.0,-37.8064,145.0182,661500.0
Kew,80.0,-37.8012,145.0361,994500.0
Kew,251.0,-37.8147,145.0438,1462500.0
Kew,199.0,-37.8007,145.0374,1432500.0
Kew,127.0,-37.8023,145.0404,1057500.0
Kew,175.0,-37.8107,145.0219,1732500.0
Kew,183.0,-37.8125,145.043,1736250.0
Kew,97.0,-37.796,145.0324,600000.0
Kew,90.0,-37.8071,145.0243,435000.0
Kew,190.0,-37.812,145.0268,1428750.0
Kew,51.0,-37.7997,145.0304,358500.0
Kew,77.0,-37.8108,145.0545,504000.0
Kew,237.0,-37.8034,145.0527,1714500.0
Kew,80.0,-37.8013,145.0335,1181250.0
Kew,80.0,-37.805,145.0294,442500.0
Kew,180.0,-37.8096,145.0529,984000.0
Kew,87.0,-37.8148,145.0571,667500.0
Kew,89.0,-37.7995,145.0418,998250.0
Kew,187.0,-37.7933,145.0343,1350000.0
Kew,203.0,-37.7997,145.046,1107000.0
Kew,242.0,-37.8098,145.022,1698750.0
Kew,184.0,-37.7993,145.0267,997500.0
Kew,204.0,-37.8053,145.0327,1087500.0
Kew,86.0,-37.7925,145.0263,413250.0
Kew,72.0,-37.8024,145.0346,457500.0
Kew,121.0,-37.8063,145.0179,716250.0
Kew,86.0,-37.7938,145.0321,530625.0
Kew,110.0,-37.801,145.0297,549000.0
Kew,130.0,-37.7981,145.0423,1125000.0
Kew,230.0,-37.7982,145.0281,1312500.0
Kew,115.0,-37.8087,145.0452,825000.0
Kew,130.0,-37.8021,145.0391,1080000.0
Kew,112.0,-37.7978,145.0333,465000.0
Kew,153.0,-37.8052,145.0489,1065000.0
Kew,139.0,-37.8074,145.0318,1350000.0
Kew,55.0,-37.7999,145.0544,296250.0
Kew East,253.0,-37.7923,145.0528,1462500.0
Kew East,83.0,-37.7969,145.0511,453750.0
Kew East,152.0,-37.789,145.0616,1440000.0
Kew East,127.0,-37.7922,145.0518,1211250.0
Kew East,200.0,-37.7981,145.0472,986250.0
Kew East,200.0,-37.7981,145.0472,986250.0
Kew East,167.0,-37.7923,145.0595,1215000.0
Maidstone,161.0,-37.7773,144.8725,461250.0
Maidstone,128.0,-37.7808,144.8678,536250.0
Maidstone,185.0,-37.7833,144.8817,619500.0
Maidstone,69.0,-37.789,144.8813,533250.0
Maidstone,124.0,-37.7898,144.8722,521250.0
Maidstone,91.0,-37.7838,144.8724,367500.0
Maidstone,79.0,-37.7895,144.8667,376500.0
Maidstone,121.0,-37.7882,144.8784,540750.0
Maidstone,81.0,-37.7885,144.8771,630000.0
Maidstone,70.0,-37.7776,144.8723,251250.0
Maidstone,125.0,-37.7896,144.8752,624000.0
Maidstone,95.0,-37.7871,144.8791,484500.0
Maidstone,107.0,-37.7813,144.8678,504750.0
Maidstone,146.0,-37.7798,144.8661,521250.0
Maidstone,69.0,-37.7795,144.8729,261750.0
Maidstone,121.0,-37.7869,144.8749,416250.0
Maidstone,91.0,-37.787,144.8748,382500.0
Maidstone,80.0,-37.7844,144.8665,367500.0
Maidstone,80.0,-37.7817,144.868,506250.0
Maidstone,121.0,-37.7874,144.8763,648750.0
Maidstone,112.0,-37.7801,144.869,450000.0
Maidstone,137.0,-37.7893,144.8818,579750.0
Malvern,180.0,-37.8607,145.0373,1537500.0
Malvern,105.0,-37.8562,145.0373,1518750.0
Malvern,68.0,-37.8515,145.0372,458250.0
Malvern,181.0,-37.8577,145.0406,1042500.0
Malvern,80.0,-37.8633,145.0338,424500.0
Malvern,132.0,-37.8511,145.0317,1077750.0
Malvern,54.0,-37.8693,145.0348,375000.0
Malvern,100.0,-37.8674,145.0355,994500.0
Malvern,185.0,-37.8638,145.0298,1473750.0
Malvern,91.0,-37.8597,145.0322,555000.0
Malvern,233.0,-37.8631,145.0353,1743750.0
Malvern,106.0,-37.871,145.0364,1477500.0
Malvern,95.0,-37.8686,145.038,1106250.0
Malvern,74.0,-37.854,145.041,438000.0
Malvern East,137.0,-37.8726,145.0396,1117500.0
Malvern East,146.0,-37.8833,145.0697,907500.0
Malvern East,102.0,-37.8717,145.0399,777000.0
Malvern East,254.0,-37.8727,145.0458,1704750.0
Malvern East,215.0,-37.8742,145.0614,1650000.0
Malvern East,109.0,-37.8796,145.0876,592500.0
Malvern East,180.0,-37.8783,145.0869,888750.0
Malvern East,196.0,-37.8799,145.0552,1377750.0
Malvern East,135.0,-37.866,145.0549,939750.0
Malvern East,138.0,-37.8782,145.0649,691500.0
Malvern East,117.0,-37.8769,145.0471,262500.0
Malvern East,150.0,-37.8734,145.0887,1166250.0
Malvern East,254.0,-37.8707,145.0482,1592250.0
Malvern East,110.0,-37.8818,145.0548,1275000.0
Malvern East,119.0,-37.8835,145.0886,862500.0
Malvern East,243.0,-37.8771,145.0505,1500750.0
Malvern East,126.0,-37.8807,145.0547,1436250.0
Malvern East,130.0,-37.8812,145.057,851250.0
Malvern East,180.0,-37.8822,145.0837,930000.0
Malvern East,151.0,-37.8823,145.0839,840000.0
Malvern East,165.0,-37.8799,145.0738,1125000.0
Malvern East,83.0,-37.8689,145.0504,530625.0
Malvern East,118.0,-37.865,145.0506,626250.0
Malvern East,152.0,-37.8718,145.0404,1402500.0
Malvern East,260.0,-37.8834,145.0635,1185000.0
Malvern East,104.0,-37.8823,145.0729,615000.0
Malvern East,74.0,-37.8811,145.0524,360000.0
Malvern East,201.0,-37.8695,145.05,1260000.0
Malvern East,42.0,-37.8764,145.0463,225000.0
Malvern East,126.0,-37.875,145.0861,825000.0
Malvern East,38.0,-37.8728,145.0417,279750.0
Malvern East,114.0,-37.8733,145.0883,720000.0
Malvern East,46.0,-37.8704,145.0495,236250.0
Malvern East,147.0,-37.8722,145.067,972750.0
Malvern East,134.0,-37.8689,145.06,761250.0
Malvern East,62.0,-37.8801,145.0874,392250.0
Malvern East,133.0,-37.8831,145.0879,1001250.0
Malvern East,57.0,-37.8804,145.0501,318750.0
Malvern East,155.0,-37.8777,145.0608,1252500.0
Malvern East,90.0,-37.878,145.0666,1012500.0
Malvern East,114.0,-37.8814,145.0583,1237500.0
Malvern East,132.0,-37.8752,145.0817,712500.0
Malvern East,126.0,-37.8846,145.0861,1336875.0
Malvern East,120.0,-37.8828,145.0528,487500.0
Maribyrnong,154.0,-37.763,144.8877,731250.0
Maribyrnong,115.0,-37.7746,144.8798,420000.0
Maribyrnong,88.0,-37.7716,144.882,266250.0
Maribyrnong,138.0,-37.7743,144.8797,412500.0
Maribyrnong,53.0,-37.7679,144.8935,299250.0
Maribyrnong,132.0,-37.7861,144.8897,547500.0
Maribyrnong,121.0,-37.768,144.8894,496875.0
Maribyrnong,71.0,-37.7736,144.8798,307500.0
Maribyrnong,110.0,-37.7823,144.887,690000.0
Maribyrnong,211.0,-37.7662,144.8971,990000.0
Maribyrnong,286.0,-37.7712,144.8763,862500.0
Maribyrnong,200.0,-37.7697,144.878,635250.0
Maribyrnong,142.0,-37.7693,144.8905,382500.0
Maribyrnong,3.0,-37.7855,144.8958,648750.0
Maribyrnong,128.0,-37.7677,144.8925,427500.0
Maribyrnong,88.0,-37.7732,144.8927,321750.0
Maribyrnong,84.0,-37.7732,144.8927,306000.0
Maribyrnong,79.0,-37.7853,144.8999,352500.0
Maribyrnong,184.0,-37.773,144.8947,585000.0
Maribyrnong,85.0,-37.774,144.8797,330000.0
Maribyrnong,245.0,-37.774,144.877,786525.0
Maribyrnong,85.0,-37.774,144.8797,300000.0
Maribyrnong,166.0,-37.7713,144.8937,885000.0
Maribyrnong,207.0,-37.7822,144.8922,837750.0
Maribyrnong,68.0,-37.7678,144.8899,315000.0
Maribyrnong,231.0,-37.7817,144.8916,577500.0
Maribyrnong,124.0,-37.769,144.8935,680250.0
Maribyrnong,160.0,-37.7853,144.8972,615000.0
Maribyrnong,141.0,-37.7825,144.886,705000.0
Maribyrnong,196.0,-37.7844,144.8876,772500.0
Maribyrnong,215.0,-37.7847,144.8962,922500.0
Maribyrnong,234.0,-37.7848,144.8969,663375.0
Melbourne,85.0,-37.8095,144.9691,585000.0
Melbourne,84.0,-37.808,144.9617,401250.0
Melbourne,55.0,-37.8091,144.9609,337500.0
Melbourne,66.0,-37.8138,144.9548,270000.0
Melbourne,80.0,-37.8106,144.9646,498750.0
Melbourne,64.0,-37.8127,144.9627,289500.0
Melbourne,59.0,-37.8157,144.9727,494250.0
Melbourne,67.0,-37.8188,144.9544,408750.0
Melbourne,57.0,-37.8178,144.9607,337500.0
Melbourne,51.0,-37.8111,144.9715,324000.0
Melbourne,122.0,-37.8095,144.9691,562500.0
Melbourne,102.0,-37.8132,144.9545,510000.0
Melbourne,55.0,-37.816,144.9535,352500.0
Melbourne,68.0,-37.8106,144.9646,362250.0
Melbourne,64.0,-37.8157,144.9727,525000.0
Melbourne,65.0,-37.8168,144.9691,330000.0
Melbourne,94.0,-37.8166,144.9635,549750.0
Melbourne,89.0,-37.8095,144.9691,570000.0
Melbourne,69.0,-37.8211,144.9559,270000.0
Middle Park,58.0,-37.8474,144.9625,401250.0
Middle Park,67.0,-37.8556,144.9669,525000.0
Middle Park,73.0,-37.8551,144.968,768750.0
Middle Park,82.0,-37.8498,144.9628,1440000.0
Middle Park,165.0,-37.847,144.9594,1125000.0
Middle Park,113.0,-37.8513,144.9586,1222500.0
Middle Park,125.0,-37.8474,144.9582,1432500.0
Mont Albert,115.0,-37.8238,145.1135,990000.0
Mont Albert,80.0,-37.8161,145.1098,562500.0
Mont Albert,199.0,-37.8226,145.1103,1650000.0
Mont Albert,148.0,-37.8167,145.107,982500.0
Mont Albert,207.0,-37.8195,145.1134,1361250.0
Mont Albert,116.0,-37.8161,145.1098,543750.0
Mont Albert,152.0,-37.8192,145.111,900000.0
Mont Albert,117.0,-37.8173,145.1123,1173000.0
Mont Albert,92.0,-37.8161,145.1098,390000.0
Moonee Ponds,120.0,-37.7672,144.9209,502500.0
Moonee Ponds,189.0,-37.7688,144.9054,791250.0
Moonee Ponds,63.0,-37.7677,144.9221,261000.0
Moonee Ponds,201.0,-37.7617,144.9052,1335000.0
Moonee Ponds,196.0,-37.7698,144.9214,1080000.0
Moonee Ponds,120.0,-37.7692,144.9057,918750.0
Moonee Ponds,178.0,-37.7617,144.9272,1083750.0
Moonee Ponds,107.0,-37.7658,144.9077,742500.0
Moonee Ponds,258.0,-37.7661,144.9076,1162500.0
Moonee Ponds,102.0,-37.7585,144.928,877500.0
Moonee Ponds,138.0,-37.7659,144.9116,840000.0
Moonee Ponds,152.0,-37.7702,144.9268,1147500.0
Moonee Ponds,111.0,-37.7709,144.9334,624000.0
Moonee Ponds,82.0,-37.7701,144.9079,315000.0
Moonee Ponds,115.0,-37.7672,144.9209,423750.0
Moonee Ponds,85.0,-37.7617,144.9367,412500.0
Moonee Ponds,146.0,-37.7632,144.9292,908250.0
Moonee Ponds,199.0,-37.77,144.913,1222500.0
Moonee Ponds,133.0,-37.7674,144.9084,870000.0
Moonee Ponds,145.0,-37.7698,144.9336,1021125.0
Moonee Ponds,97.0,-37.7639,144.9093,708750.0
Moonee Ponds,54.0,-37.7652,144.9116,270000.0
Moonee Ponds,80.0,-37.7695,144.9092,645000.0
Moonee Ponds,190.0,-37.7701,144.9287,1227750.0
Moonee Ponds,168.0,-37.7609,144.9296,1128750.0
Moonee Ponds,39.0,-37.7715,144.916,247500.0
Moonee Ponds,192.0,-37.7696,144.929,991500.0
Moonee Ponds,125.0,-37.7685,144.9183,761250.0
Moonee Ponds,136.0,-37.7704,144.9083,630000.0
Moonee Ponds,261.0,-37.7625,144.9074,1425000.0
Moonee Ponds,160.0,-37.7699,144.9149,1050000.0
Moonee Ponds,142.0,-37.7704,144.9292,1110000.0
Moonee Ponds,59.0,-37.7597,144.9188,307500.0
Moonee Ponds,168.0,-37.7615,144.9333,735000.0
Moonee Ponds,156.0,-37.7607,144.9314,631875.0
Moonee Ponds,193.0,-37.7709,144.9288,1008750.0
Moonee Ponds,41.0,-37.758,144.9237,198750.0
Moonee Ponds,95.0,-37.773,144.9335,636750.0
Moonee Ponds,159.0,-37.7701,144.9172,1068750.0
Moonee Ponds,287.0,-37.7639,144.9126,1008750.0
Moonee Ponds,54.0,-37.7654,144.9094,247500.0
Moonee Ponds,145.0,-37.761,144.9262,544500.0
Moonee Ponds,222.0,-37.7638,144.9175,937500.0
Moonee Ponds,152.0,-37.7631,144.9357,652500.0
Moonee Ponds,203.0,-37.7609,144.905,1293750.0
Moonee Ponds,81.0,-37.7624,144.9365,450000.0
Moonee Ponds,164.0,-37.7627,144.9278,1128750.0
Moonee Ponds,143.0,-37.7682,144.9058,637500.0
Moonee Ponds,45.0,-37.758,144.9237,219000.0
Moonee Ponds,155.0,-37.7613,144.9177,1305000.0
Moonee Ponds,65.0,-37.7677,144.92,352500.0
Moonee Ponds,145.0,-37.7704,144.9162,847500.0
Moonee Ponds,132.0,-37.7702,144.9091,697500.0
Moonee Ponds,50.0,-37.7652,144.9116,252000.0
Moonee Ponds,120.0,-37.7708,144.9093,600000.0
Moorabbin,143.0,-37.9376,145.0474,918000.0
Moorabbin,150.0,-37.9428,145.044,750000.0
Moorabbin,51.0,-37.9374,145.0388,285375.0
Moorabbin,160.0,-37.9368,145.0568,817500.0
Moorabbin,180.0,-37.9418,145.0549,1062937.5
Moorabbin,75.0,-37.9424,145.0464,712500.0
Moorabbin,242.0,-37.9443,145.0448,855000.0
Moorabbin,123.0,-37.9378,145.0385,562500.0
Moorabbin,214.0,-37.9398,145.0554,900000.0
Moorabbin,112.0,-37.9404,145.0464,740250.0
Moorabbin,104.0,-37.9426,145.0568,702750.0
Moorabbin,218.0,-37.9394,145.0408,1069500.0
Moorabbin,188.0,-37.9443,145.0444,762000.0
Moorabbin,133.0,-37.9435,145.0522,675750.0
Moorabbin,171.0,-37.9362,145.0442,975000.0
Moorabbin,121.0,-37.9363,145.0495,731250.0
Moorabbin,140.0,-37.9381,145.0534,802500.0
Moorabbin,79.0,-37.9355,145.0485,479250.0
Moorabbin,68.0,-37.9363,145.0564,453750.0
Moorabbin,115.0,-37.9431,145.0484,720000.0
Moorabbin,137.0,-37.939,145.0533,543750.0
Moorabbin,107.0,-37.9429,145.0474,600000.0
Moorabbin,152.0,-37.9387,145.0461,687750.0
Moorabbin,114.0,-37.9369,145.0578,667500.0
Moorabbin,97.0,-37.94,145.0449,893250.0
Moorabbin,101.0,-37.9389,145.0467,582000.0
Moorabbin,161.0,-37.9411,145.043,776250.0
Moorabbin,199.0,-37.9395,145.0477,870000.0
Moorabbin,43.0,-37.9428,145.0584,180000.0
Moorabbin,187.0,-37.9387,145.0398,828750.0
Newport,100.0,-37.8457,144.8651,619500.0
Newport,176.0,-37.8395,144.8787,675000.0
Newport,179.0,-37.8477,144.8753,721500.0
Newport,73.0,-37.846,144.8729,600000.0
Newport,108.0,-37.847,144.8788,532500.0
Newport,172.0,-37.8408,144.8893,705000.0
Newport,102.0,-37.8416,144.8651,491850.0
Newport,165.0,-37.841,144.8874,811500.0
Newport,144.0,-37.8414,144.892,907500.0
Newport,111.0,-37.834,144.8668,660000.0
Newport,50.0,-37.8413,144.8741,251250.0
Newport,159.0,-37.8411,144.889,945000.0
Newport,118.0,-37.849,144.8907,746250.0
Newport,94.0,-37.8446,144.8796,721500.0
Newport,138.0,-37.8352,144.8661,600000.0
Newport,112.0,-37.8459,144.8877,978750.0
Newport,65.0,-37.8421,144.8821,363750.0
Newport,84.0,-37.847,144.8734,607500.0
Newport,233.0,-37.8456,144.8741,1215000.0
Newport,118.0,-37.8415,144.8852,692250.0
Newport,136.0,-37.8471,144.8769,772500.0
Newport,125.0,-37.8446,144.8861,784500.0
Newport,127.0,-37.8441,144.8805,555000.0
Newport,151.0,-37.839,144.8854,727500.0
Newport,162.0,-37.8436,144.8691,551250.0
Newport,63.0,-37.8413,144.8741,363750.0
Newport,145.0,-37.8414,144.8707,712500.0
