Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Price_USD
Northcote,160 Bent St,4,h,1420000.0,S,hockingstuart,28/05/2016,5.5,3070.0,3.0,1.0,1.0,465.0,137.0,1890.0,Darebin City Council,-37.7662,144.9889,Northern Metropolitan,11364.0,1065000.0
Northcote,3 Brooke St,4,h,1950000.0,S,hockingstuart,28/05/2016,5.5,3070.0,4.0,2.0,1.0,489.0,140.0,1910.0,Darebin City Council,-37.7762,145.0027,Northern Metropolitan,11364.0,1462500.0
Northcote,3 Atkinson St,3,h,1080000.0,S,Harrington,28/08/2016,5.5,3070.0,2.0,1.0,1.0,348.0,130.0,1910.0,Darebin City Council,-37.7799,145.011,Northern Metropolitan,11364.0,810000.0
Northcote,41 Johnson St,2,h,1340000.0,S,McGrath,28/08/2016,5.5,3070.0,2.0,1.0,1.0,297.0,108.0,1910.0,Darebin City Council,-37.7627,144.9986,Northern Metropolitan,11364.0,1005000.0
Northcote,77 Union St,2,h,1634000.0,SP,Nelson,28/08/2016,5.5,3070.0,2.0,1.0,2.0,376.0,109.0,1920.0,Darebin City Council,-37.7789,144.9952,Northern Metropolitan,11364.0,1225500.0
Northcote,51 Beavers Rd,2,h,910000.0,S,Jellis,30/07/2016,5.5,3070.0,2.0,1.0,1.0,150.0,81.0,1995.0,Darebin City Council,-37.7665,144.9955,Northern Metropolitan,11364.0,682500.0
Northcote,78 Bridge St,4,h,1650000.0,S,Nelson,30/07/2016,5.5,3070.0,4.0,1.0,1.0,382.0,168.0,1970.0,Darebin City Council,-37.7784,144.9959,Northern Metropolitan,11364.0,1237500.0
Northcote,155 Westbourne Gr,3,h,1510000.0,PI,Jellis,30/07/2016,5.5,3070.0,3.0,1.0,3.0,327.0,165.0,1900.0,Darebin City Council,-37.7741,144.9971,Northern Metropolitan,11364.0,1132500.0
Oak Park,40 Winifred St,4,h,865000.0,S,Brad,3/12/2016,11.5,3046.0,4.0,1.0,2.0,696.0,160.0,1955.0,Moreland City Council,-37.7209,144.9158,Northern Metropolitan,2651.0,648750.0
Oak Park,44 Devereaux St,3,h,706000.0,PI,Eview,7/11/2016,11.5,3046.0,3.0,1.0,0.0,715.0,111.0,1960.0,Moreland City Council,-37.7143,144.9092,Northern Metropolitan,2651.0,529500.0
Oak Park,11 Murphy St,4,h,920000.0,S,Ray,7/11/2016,11.5,3046.0,4.0,2.0,2.0,780.0,179.0,1965.0,Moreland City Council,-37.7168,144.9171,Northern Metropolitan,2651.0,690000.0
Oak Park,7 Pines Gr,4,h,690000.0,S,Brad,10/09/2016,11.5,3046.0,3.0,1.0,1.0,553.0,137.0,1960.0,Moreland City Council,-37.7161,144.9165,Northern Metropolitan,2651.0,517500.0
Oak Park,96 Winifred St,3,h,815500.0,S,Brad,16/07/2016,11.5,3046.0,3.0,2.0,2.0,790.0,165.0,1940.0,Moreland City Council,-37.718,144.9124,Northern Metropolitan,2651.0,611625.0
Oak Park,1 Jacaranda St,3,h,770000.0,S,Stockdale,17/09/2016,11.5,3046.0,3.0,2.0,2.0,382.0,173.0,1960.0,Moreland City Council,-37.7152,144.9165,Northern Metropolitan,2651.0,577500.0
Oak Park,40 Devereaux St,4,h,840000.0,SP,Nelson,18/06/2016,11.5,3046.0,4.0,1.0,2.0,704.0,196.0,1960.0,Moreland City Council,-37.7143,144.9096,Northern Metropolitan,2651.0,630000.0
Oak Park,100 Winifred St,3,h,810000.0,SP,Brad,22/08/2016,11.5,3046.0,3.0,1.0,3.0,763.0,93.0,1960.0,Moreland City Council,-37.7178,144.9121,Northern Metropolitan,2651.0,607500.0
Oak Park,68 Vincent St,4,h,855333.0,S,Eview,28/08/2016,11.5,3046.0,4.0,1.0,2.0,694.0,183.0,1974.0,Moreland City Council,-37.718,144.9138,Northern Metropolitan,2651.0,641499.75
Oakleigh South,16 Alleford St,3,h,875000.0,S,Buxton,4/03/2017,14.7,3167.0,3.0,2.0,1.0,258.0,105.0,1999.0,Kingston City Council,-37.9156,145.0879,South-Eastern Metropolitan,3692.0,656250.0
Oakleigh South,2/1073 Centre Rd,4,h,651000.0,PI,Woodards,7/05/2016,14.7,3167.0,4.0,2.0,2.0,214.0,189.0,2010.0,Kingston City Council,-37.9244,145.0883,South-Eastern Metropolitan,3692.0,488250.0
Oakleigh South,14 Columbia St,3,h,802000.0,S,Ray,8/10/2016,14.7,3167.0,1.0,1.0,2.0,533.0,120.0,1960.0,Kingston City Council,-37.9348,145.0836,South-Eastern Metropolitan,3692.0,601500.0
Oakleigh South,8 Riley St,3,h,1000000.0,S,Ray,12/11/2016,14.7,3167.0,3.0,2.0,2.0,575.0,120.0,1960.0,Kingston City Council,-37.9215,145.0925,South-Eastern Metropolitan,3692.0,750000.0
Oakleigh South,7 Robyn Ct,4,h,801347.0,SP,Buxton,16/07/2016,14.7,3167.0,4.0,2.0,1.0,567.0,164.0,1970.0,Kingston City Council,-37.9361,145.0816,South-Eastern Metropolitan,3692.0,601010.25
Oakleigh South,9 Emerald St,3,h,921000.0,S,hockingstuart,18/03/2017,14.7,3167.0,3.0,1.0,2.0,535.0,129.0,1970.0,Kingston City Council,-37.9377,145.0856,South-Eastern Metropolitan,3692.0,690750.0
Oakleigh South,1172 North Rd,6,h,1900000.0,S,Harcourts,18/03/2017,14.7,3167.0,6.0,2.0,6.0,1200.0,181.0,1970.0,Kingston City Council,-37.9099,145.0875,South-Eastern Metropolitan,3692.0,1425000.0
Oakleigh South,1/19 Dermot St,2,h,752500.0,SP,Buxton,18/06/2016,14.7,3167.0,2.0,1.0,1.0,308.0,112.0,1950.0,Kingston City Council,-37.9191,145.0855,South-Eastern Metropolitan,3692.0,564375.0
Oakleigh South,107 Golf Rd,3,h,1067000.0,S,Woodards,25/02/2017,14.7,3167.0,3.0,1.0,2.0,648.0,122.0,1940.0,Kingston City Council,-37.9196,145.0876,South-Eastern Metropolitan,3692.0,800250.0
Oakleigh South,28 Devoy St,3,h,1260500.0,S,Buxton,26/07/2016,14.7,3167.0,3.0,1.0,1.0,774.0,107.0,1950.0,Kingston City Council,-37.9178,145.0872,South-Eastern Metropolitan,3692.0,945375.0
Oakleigh South,15 Druitt St,3,h,850500.0,S,Buxton,27/11/2016,14.7,3167.0,3.0,1.0,2.0,531.0,118.0,1962.0,Kingston City Council,-37.9303,145.082,South-Eastern Metropolitan,3692.0,637875.0
Oakleigh South,22 Pitt St,3,h,1068000.0,S,Ray,27/11/2016,14.7,3167.0,3.0,2.0,2.0,609.0,172.0,1970.0,Kingston City Council,-37.9213,145.0854,South-Eastern Metropolitan,3692.0,801000.0
Oakleigh South,19 Reid St,2,h,778000.0,S,Ray,30/07/2016,14.7,3167.0,2.0,1.0,1.0,806.0,89.0,1965.0,Kingston City Council,-37.9112,145.0873,South-Eastern Metropolitan,3692.0,583500.0
Parkville,92 Fitzgibbon St,2,h,1805000.0,S,Collins,8/10/2016,2.6,3052.0,2.0,1.0,1.0,187.0,102.0,1890.0,Melbourne City Council,-37.7939,144.9572,Northern Metropolitan,2309.0,1353750.0
Parkville,199 Park Dr,2,h,1265000.0,S,Nelson,19/11/2016,2.6,3052.0,2.0,1.0,0.0,70.0,102.0,1890.0,Melbourne City Council,-37.7931,144.9565,Northern Metropolitan,2309.0,948750.0
Parkville,110 Gatehouse St,4,h,1928000.0,S,Jellis,24/09/2016,2.6,3052.0,4.0,1.0,0.0,194.0,186.0,1890.0,Melbourne City Council,-37.7944,144.9542,Northern Metropolitan,2309.0,1446000.0
Pascoe Vale,9 Irvine St,3,h,1120000.0,S,Brad,3/09/2016,9.9,3044.0,2.0,1.0,2.0,50.0,141.0,1950.0,Moreland City Council,-37.734,144.9416,Northern Metropolitan,7485.0,840000.0
Pascoe Vale,7 Virginia St,3,h,770000.0,S,Nelson,3/09/2016,9.9,3044.0,3.0,1.0,4.0,560.0,120.0,1960.0,Moreland City Council,-37.7156,144.9429,Northern Metropolitan,7485.0,577500.0
Pascoe Vale,27 Quick St,4,h,975000.0,S,Brad,3/12/2016,9.9,3044.0,4.0,1.0,1.0,733.0,159.0,1960.0,Moreland City Council,-37.7194,144.9307,Northern Metropolitan,7485.0,731250.0
Pascoe Vale,23 Alexandra St,3,h,780000.0,S,Brad,4/03/2017,9.9,3044.0,3.0,1.0,1.0,446.0,115.0,1950.0,Moreland City Council,-37.7181,144.9422,Northern Metropolitan,7485.0,585000.0
Pascoe Vale,16 Stennis St,4,h,955000.0,S,Nelson,4/03/2017,9.9,3044.0,4.0,2.0,2.0,686.0,135.0,1950.0,Moreland City Council,-37.731,144.9486,Northern Metropolitan,7485.0,716250.0
Pascoe Vale,24 Alexandra St,3,h,731000.0,S,Brad,4/06/2016,9.9,3044.0,3.0,1.0,2.0,568.0,111.0,1960.0,Moreland City Council,-37.7178,144.9422,Northern Metropolitan,7485.0,548250.0
Pascoe Vale,2 Donnelly Ct,3,h,738000.0,SP,Brad,7/05/2016,9.9,3044.0,3.0,1.0,1.0,821.0,106.0,1974.0,Moreland City Council,-37.7153,144.9418,Northern Metropolitan,7485.0,553500.0
Pascoe Vale,3/30 Snell Gr,3,h,522500.0,S,Raine,7/05/2016,9.9,3044.0,3.0,1.0,1.0,192.0,121.0,2005.0,Moreland City Council,-37.7177,144.9321,Northern Metropolitan,7485.0,391875.0
Pascoe Vale,9 Kevin St,3,h,815000.0,S,Brad,8/10/2016,9.9,3044.0,2.0,1.0,1.0,438.0,94.0,1960.0,Moreland City Council,-37.7338,144.9441,Northern Metropolitan,7485.0,611250.0
Pascoe Vale,34 Essex St,3,h,775000.0,S,Brad,10/09/2016,9.9,3044.0,3.0,1.0,1.0,406.0,103.0,1960.0,Moreland City Council,-37.7269,144.9447,Northern Metropolitan,7485.0,581250.0
Pascoe Vale,16 Hayes Pde,5,h,950000.0,VB,Nelson,10/12/2016,9.9,3044.0,5.0,2.0,2.0,705.0,166.0,1950.0,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485.0,712500.0
Pascoe Vale,54 Railway Pde,3,h,900000.0,S,Brad,10/12/2016,9.9,3044.0,3.0,1.0,1.0,570.0,139.0,1950.0,Moreland City Council,-37.7273,144.9274,Northern Metropolitan,7485.0,675000.0
Pascoe Vale,22 Derby St,3,h,835000.0,PI,Nelson,12/11/2016,9.9,3044.0,3.0,1.0,2.0,422.0,132.0,1950.0,Moreland City Council,-37.7337,144.9458,Northern Metropolitan,7485.0,626250.0
Pascoe Vale,229 Sussex St,4,h,810000.0,VB,Nelson,12/11/2016,9.9,3044.0,4.0,2.0,1.0,455.0,147.0,1950.0,Moreland City Council,-37.7207,144.9511,Northern Metropolitan,7485.0,607500.0
Pascoe Vale,199 Cumberland Rd,3,h,900000.0,SP,Nelson,14/05/2016,9.9,3044.0,3.0,2.0,2.0,608.0,168.0,1940.0,Moreland City Council,-37.7182,144.9405,Northern Metropolitan,7485.0,675000.0
Pascoe Vale,6 Merbein St,2,h,680000.0,PI,hockingstuart,14/05/2016,9.9,3044.0,2.0,1.0,2.0,590.0,95.0,1940.0,Moreland City Council,-37.717,144.9509,Northern Metropolitan,7485.0,510000.0
Pascoe Vale,7 Dorothy St,3,h,770000.0,SP,Barry,15/10/2016,9.9,3044.0,3.0,1.0,3.0,464.0,124.0,1955.0,Moreland City Council,-37.7184,144.9488,Northern Metropolitan,7485.0,577500.0
Pascoe Vale,27 Sefton St,3,h,975000.0,SP,Brad,15/10/2016,9.9,3044.0,3.0,1.0,3.0,686.0,151.0,1970.0,Moreland City Council,-37.7231,144.9252,Northern Metropolitan,7485.0,731250.0
Pascoe Vale,109 Derby St,4,h,970000.0,S,Nelson,16/04/2016,9.9,3044.0,3.0,2.0,1.0,535.0,154.0,1920.0,Moreland City Council,-37.7282,144.9462,Northern Metropolitan,7485.0,727500.0
Pascoe Vale,282 Cumberland Rd,3,h,750000.0,SP,hockingstuart,18/03/2017,9.9,3044.0,3.0,2.0,2.0,540.0,146.0,1999.0,Moreland City Council,-37.7174,144.941,Northern Metropolitan,7485.0,562500.0
Pascoe Vale,48 Derby St,4,h,822000.0,SP,hockingstuart,18/03/2017,9.9,3044.0,4.0,2.0,2.0,250.0,194.0,1983.0,Moreland City Council,-37.7319,144.9461,Northern Metropolitan,7485.0,616500.0
Pascoe Vale,6 Collings Ct,2,h,810000.0,S,Brad,22/05/2016,9.9,3044.0,2.0,1.0,1.0,783.0,94.0,1950.0,Moreland City Council,-37.7196,144.9485,Northern Metropolitan,7485.0,607500.0
Pascoe Vale,5 Virginia St,3,h,600000.0,PI,Re,23/04/2016,9.9,3044.0,3.0,1.0,4.0,557.0,111.0,1955.0,Moreland City Council,-37.7156,144.943,Northern Metropolitan,7485.0,450000.0
Pascoe Vale,2a Kent Rd,3,h,616000.0,S,Nelson,24/09/2016,9.9,3044.0,3.0,1.0,1.0,190.0,108.0,1970.0,Moreland City Council,-37.7211,144.9508,Northern Metropolitan,7485.0,462000.0
Pascoe Vale,12 Coane St,3,h,960000.0,S,hockingstuart,25/02/2017,9.9,3044.0,3.0,1.0,2.0,641.0,111.0,1950.0,Moreland City Council,-37.7253,144.938,Northern Metropolitan,7485.0,720000.0
Pascoe Vale,95 Essex St,4,h,985000.0,SP,Ray,25/02/2017,9.9,3044.0,4.0,2.0,2.0,511.0,182.0,2007.0,Moreland City Council,-37.7268,144.9401,Northern Metropolitan,7485.0,738750.0
Pascoe Vale,272 Sussex St,3,h,670000.0,S,hockingstuart,25/02/2017,9.9,3044.0,3.0,1.0,1.0,596.0,145.0,1949.0,Moreland City Council,-37.721,144.9514,Northern Metropolitan,7485.0,502500.0
Pascoe Vale,17 Prospect St,3,h,880000.0,S,Nelson,27/06/2016,9.9,3044.0,3.0,2.0,2.0,588.0,106.0,1960.0,Moreland City Council,-37.7283,144.9356,Northern Metropolitan,7485.0,660000.0
Pascoe Vale,4 Raeburn St,3,h,700000.0,S,Nelson,27/06/2016,9.9,3044.0,3.0,1.0,2.0,449.0,104.0,1950.0,Moreland City Council,-37.7286,144.9456,Northern Metropolitan,7485.0,525000.0
Pascoe Vale,2/153 Essex St,2,h,525500.0,S,Considine,28/05/2016,9.9,3044.0,2.0,1.0,1.0,111.0,84.0,2000.0,Moreland City Council,-37.7261,144.9336,Northern Metropolitan,7485.0,394125.0
Pascoe Vale,259 Sussex St,3,h,612500.0,S,Brad,28/05/2016,9.9,3044.0,3.0,1.0,1.0,522.0,132.0,1950.0,Moreland City Council,-37.7187,144.9514,Northern Metropolitan,7485.0,459375.0
Pascoe Vale,12 Derby St,4,h,650000.0,SP,Nelson,30/07/2016,9.9,3044.0,4.0,1.0,2.0,410.0,141.0,1940.0,Moreland City Council,-37.7346,144.9456,Northern Metropolitan,7485.0,487500.0
Pascoe Vale,4/1 Rhodes Pde,3,h,500000.0,VB,hockingstuart,30/07/2016,9.9,3044.0,3.0,1.0,2.0,191.0,92.0,2013.0,Moreland City Council,-37.7168,144.9329,Northern Metropolitan,7485.0,375000.0
Pascoe Vale,217 Sussex St,3,h,599000.0,SP,Ray,30/07/2016,9.9,3044.0,3.0,1.0,1.0,534.0,100.0,1950.0,Moreland City Council,-37.7215,144.951,Northern Metropolitan,7485.0,449250.0
Port Melbourne,40 Nelson St,3,h,1150000.0,S,Marshall,3/12/2016,3.8,3207.0,3.0,2.0,1.0,0.0,134.0,1990.0,Melbourne City Council,-37.8359,144.9342,Southern Metropolitan,8648.0,862500.0
Port Melbourne,130 Nott St,3,h,985000.0,S,Marshall,3/12/2016,3.8,3207.0,3.0,1.0,0.0,171.0,167.0,1890.0,Melbourne City Council,-37.8385,144.9409,Southern Metropolitan,8648.0,738750.0
Port Melbourne,22 Park Sq,3,h,1630000.0,S,Marshall,4/03/2017,3.8,3207.0,3.0,2.0,2.0,135.0,135.0,1997.0,Melbourne City Council,-37.8395,144.9343,Southern Metropolitan,8648.0,1222500.0
Port Melbourne,467 Bay St,2,h,1000000.0,S,Marshall,4/06/2016,3.8,3207.0,2.0,2.0,0.0,96.0,108.0,1890.0,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648.0,750000.0
Port Melbourne,89 Cruikshank St,3,h,1470000.0,S,Marshall,4/06/2016,3.8,3207.0,3.0,1.0,0.0,153.0,109.0,1880.0,Melbourne City Council,-37.8382,144.9469,Southern Metropolitan,8648.0,1102500.0
Port Melbourne,175 Farrell St,2,h,1234500.0,S,hockingstuart,4/06/2016,3.8,3207.0,3.0,1.0,0.0,183.0,185.0,,Melbourne City Council,-37.8329,144.9375,Southern Metropolitan,8648.0,925875.0
Port Melbourne,164 Liardet St,3,h,1342000.0,S,Chisholm,4/06/2016,3.8,3207.0,3.0,2.0,2.0,173.0,137.0,1900.0,Melbourne City Council,-37.8375,144.941,Southern Metropolitan,8648.0,1006500.0
Port Melbourne,218 Nott St,2,h,1275000.0,S,Marshall,7/05/2016,3.8,3207.0,2.0,2.0,1.0,115.0,115.0,2015.0,Melbourne City Council,-37.8351,144.9441,Southern Metropolitan,8648.0,956250.0
Port Melbourne,106 Ross St,2,h,1000000.0,VB,Marshall,7/05/2016,3.8,3207.0,2.0,1.0,1.0,90.0,106.0,2007.0,Melbourne City Council,-37.8357,144.9376,Southern Metropolitan,8648.0,750000.0
Port Melbourne,255 Ross St,4,h,1820000.0,S,Marshall,7/11/2016,3.8,3207.0,4.0,2.0,1.0,212.0,158.0,1900.0,Melbourne City Council,-37.8331,144.9412,Southern Metropolitan,8648.0,1365000.0
Port Melbourne,44 Cruikshank St,2,h,1350000.0,S,RT,10/09/2016,3.8,3207.0,2.0,1.0,1.0,195.0,94.0,1900.0,Melbourne City Council,-37.8395,144.9462,Southern Metropolitan,8648.0,1012500.0
Port Melbourne,95 Heath St,3,h,1560000.0,S,Greg,10/09/2016,3.8,3207.0,3.0,2.0,2.0,241.0,131.0,1900.0,Melbourne City Council,-37.8346,144.9448,Southern Metropolitan,8648.0,1170000.0
Port Melbourne,172 Albert St,2,h,1060000.0,S,hockingstuart,10/12/2016,3.8,3207.0,2.0,1.0,0.0,106.0,70.0,1910.0,Melbourne City Council,-37.8346,144.9373,Southern Metropolitan,8648.0,795000.0
Port Melbourne,243 Graham St,2,h,1101000.0,S,Cayzer,10/12/2016,3.8,3207.0,2.0,1.0,0.0,152.0,71.0,1910.0,Melbourne City Council,-37.8393,144.9386,Southern Metropolitan,8648.0,825750.0
Port Melbourne,2/8 Thomas St,2,h,880000.0,S,Greg,10/12/2016,3.8,3207.0,2.0,1.0,2.0,163.0,83.0,1980.0,Melbourne City Council,-37.8359,144.9358,Southern Metropolitan,8648.0,660000.0
Port Melbourne,8 Garton St,2,h,1080000.0,S,Scott,12/11/2016,3.8,3207.0,2.0,1.0,0.0,105.0,70.0,1910.0,Melbourne City Council,-37.8338,144.9474,Southern Metropolitan,8648.0,810000.0
Port Melbourne,205 Heath St,2,h,1115000.0,S,Chisholm,12/11/2016,3.8,3207.0,2.0,1.0,0.0,120.0,76.0,1900.0,Melbourne City Council,-37.8322,144.947,Southern Metropolitan,8648.0,836250.0
Port Melbourne,75 Swallow St,3,h,1753000.0,S,Frank,12/11/2016,3.8,3207.0,3.0,2.0,1.0,225.0,153.0,1910.0,Melbourne City Council,-37.8381,144.9329,Southern Metropolitan,8648.0,1314750.0
Port Melbourne,39 Heath St,2,h,900000.0,SP,Cayzer,14/05/2016,3.8,3207.0,2.0,1.0,0.0,124.0,70.0,1900.0,Melbourne City Council,-37.8356,144.9439,Southern Metropolitan,8648.0,675000.0
Port Melbourne,59 Heath St,3,h,1670000.0,S,Greg,16/04/2016,3.8,3207.0,3.0,2.0,1.0,140.0,169.0,1880.0,Melbourne City Council,-37.8353,144.9442,Southern Metropolitan,8648.0,1252500.0
Port Melbourne,180 Station St,3,h,1402000.0,S,RT,16/07/2016,3.8,3207.0,3.0,1.0,0.0,108.0,106.0,1900.0,Melbourne City Council,-37.8332,144.945,Southern Metropolitan,8648.0,1051500.0
Port Melbourne,9 The Cove,3,h,1570000.0,S,Biggin,17/09/2016,3.8,3207.0,3.0,2.0,1.0,210.0,211.0,1999.0,Melbourne City Council,-37.8382,144.9272,Southern Metropolitan,8648.0,1177500.0
Port Melbourne,95 Station St,2,h,1150000.0,S,Marshall,18/03/2017,3.8,3207.0,2.0,1.0,0.0,82.0,90.0,1910.0,Melbourne City Council,-37.8361,144.9403,Southern Metropolitan,8648.0,862500.0
Port Melbourne,230 Nott St,3,h,1384000.0,S,Marshall,18/06/2016,3.8,3207.0,3.0,1.0,0.0,184.0,100.0,1905.0,Melbourne City Council,-37.8348,144.9443,Southern Metropolitan,8648.0,1038000.0
Port Melbourne,98 Heath St,2,h,1400000.0,S,Marshall,25/02/2017,3.8,3207.0,2.0,1.0,1.0,168.0,102.0,1934.0,Melbourne City Council,-37.8346,144.9453,Southern Metropolitan,8648.0,1050000.0
Port Melbourne,16 Nelson St,3,h,1520000.0,PI,Marshall,25/02/2017,3.8,3207.0,3.0,2.0,1.0,0.0,160.0,2016.0,Melbourne City Council,-37.8363,144.9336,Southern Metropolitan,8648.0,1140000.0
Port Melbourne,215 Princes St,3,h,1350000.0,S,hockingstuart,27/11/2016,3.8,3207.0,3.0,1.0,1.0,114.0,138.0,1990.0,Melbourne City Council,-37.8371,144.939,Southern Metropolitan,8648.0,1012500.0
Port Melbourne,213 Stokes St,3,h,1380000.0,S,Marshall,28/05/2016,3.8,3207.0,3.0,1.0,0.0,0.0,134.0,1890.0,Melbourne City Council,-37.8373,144.9397,Southern Metropolitan,8648.0,1035000.0
Port Melbourne,176 Dow St,3,h,1080000.0,S,Biggin,30/07/2016,3.8,3207.0,3.0,1.0,2.0,116.0,95.0,1910.0,Melbourne City Council,-37.8401,144.943,Southern Metropolitan,8648.0,810000.0
Prahran,20a Percy St,2,h,950000.0,PI,hockingstuart,3/09/2016,4.5,3181.0,2.0,1.0,1.0,88.0,121.0,2000.0,Stonnington City Council,-37.8503,144.9913,Southern Metropolitan,7717.0,712500.0
Prahran,76 Pridham St,2,h,1182500.0,S,Marshall,7/05/2016,4.5,3181.0,2.0,1.0,0.0,141.0,72.0,1900.0,Stonnington City Council,-37.852,145.0061,Southern Metropolitan,7717.0,886875.0
Prahran,48 Wrights Tce,2,h,1303000.0,S,Beller,7/05/2016,4.5,3181.0,2.0,1.0,0.0,288.0,160.0,1900.0,Stonnington City Council,-37.8512,145.0053,Southern Metropolitan,7717.0,977250.0
Prahran,14 Aberdeen Rd,2,h,1106000.0,S,Biggin,10/12/2016,4.5,3181.0,2.0,1.0,1.0,0.0,135.0,2005.0,Stonnington City Council,-37.8526,145.0033,Southern Metropolitan,7717.0,829500.0
Prahran,57 Clarke St,2,h,1590000.0,S,Marshall,10/12/2016,4.5,3181.0,2.0,1.0,2.0,308.0,107.0,1930.0,Stonnington City Council,-37.8492,145.0019,Southern Metropolitan,7717.0,1192500.0
Prahran,19 Packington Pl,2,h,1055000.0,S,Biggin,10/12/2016,4.5,3181.0,2.0,1.0,0.0,203.0,85.0,1900.0,Stonnington City Council,-37.8557,145.0053,Southern Metropolitan,7717.0,791250.0
Prahran,20a Park Rd,3,h,1100000.0,PI,hockingstuart,14/05/2016,4.5,3181.0,2.0,1.0,1.0,111.0,99.0,2001.0,Stonnington City Council,-37.8525,145.0071,Southern Metropolitan,7717.0,825000.0
Prahran,29 Murray St,2,h,1500000.0,VB,Beller,17/09/2016,4.5,3181.0,2.0,1.0,2.0,222.0,108.0,1930.0,Stonnington City Council,-37.8501,144.9995,Southern Metropolitan,7717.0,1125000.0
Prahran,47 Clifton St,2,h,815000.0,S,Beller,19/11/2016,4.5,3181.0,2.0,1.0,0.0,96.0,71.0,1880.0,Stonnington City Council,-37.8501,144.9953,Southern Metropolitan,7717.0,611250.0
Prahran,1/70 Williams Rd,2,h,910000.0,S,Gary,19/11/2016,4.5,3181.0,2.0,1.0,1.0,183.0,71.0,1930.0,Stonnington City Council,-37.8543,145.0024,Southern Metropolitan,7717.0,682500.0
Prahran,3 Arkle St,3,h,1811000.0,S,Biggin,22/08/2016,4.5,3181.0,3.0,2.0,1.0,273.0,125.0,1890.0,Stonnington City Council,-37.8544,145.0038,Southern Metropolitan,7717.0,1358250.0
Prahran,35 Chomley St,2,h,1180000.0,S,Jellis,23/04/2016,4.5,3181.0,2.0,1.0,0.0,214.0,215.0,1900.0,Stonnington City Council,-37.8577,145.0053,Southern Metropolitan,7717.0,885000.0
Prahran,56 Packington St,3,h,1720000.0,S,Marshall,25/02/2017,4.5,3181.0,3.0,2.0,2.0,183.0,200.0,1999.0,Stonnington City Council,-37.8562,145.0042,Southern Metropolitan,7717.0,1290000.0
Prahran,16A Perth St,3,h,1050000.0,S,Marshall,25/02/2017,4.5,3181.0,3.0,2.0,1.0,8216.0,130.0,1995.0,Stonnington City Council,-37.85,144.9876,Southern Metropolitan,7717.0,787500.0
Prahran,5 Pickford St,2,h,1582000.0,S,Marshall,25/02/2017,4.5,3181.0,2.0,1.0,0.0,214.0,122.0,1915.0,Stonnington City Council,-37.8572,145.0066,Southern Metropolitan,7717.0,1186500.0
Prahran,84 York St,2,h,1305000.0,S,Jellis,27/11/2016,4.5,3181.0,2.0,1.0,1.0,131.0,79.0,1900.0,Stonnington City Council,-37.8479,144.9988,Southern Metropolitan,7717.0,978750.0
Prahran,117 Charles St,3,h,1255000.0,S,Marshall,28/05/2016,4.5,3181.0,3.0,1.0,1.0,231.0,124.0,1910.0,Stonnington City Council,-37.8467,144.9894,Southern Metropolitan,7717.0,941250.0
Prahran,26 Willis St,3,h,1720000.0,S,Jellis,28/05/2016,4.5,3181.0,3.0,2.0,1.0,272.0,163.0,1900.0,Stonnington City Council,-37.8553,145.007,Southern Metropolitan,7717.0,1290000.0
Prahran,75 Pridham St,3,h,1220000.0,S,hockingstuart,28/08/2016,4.5,3181.0,3.0,2.0,1.0,112.0,100.0,1900.0,Stonnington City Council,-37.8517,145.0056,Southern Metropolitan,7717.0,915000.0
Prahran,62 Pridham St,3,h,1612000.0,S,Jellis,30/07/2016,4.5,3181.0,3.0,2.0,0.0,146.0,139.0,1900.0,Stonnington City Council,-37.8519,145.0055,Southern Metropolitan,7717.0,1209000.0
Preston,6 Dalgety St,3,h,1250000.0,S,Harcourts,3/09/2016,8.8,3072.0,3.0,1.0,2.0,644.0,141.0,1980.0,Darebin City Council,-37.7419,145.0049,Northern Metropolitan,14577.0,937500.0
Preston,370 Gilbert Rd,4,h,930000.0,S,Ray,3/09/2016,8.8,3072.0,4.0,2.0,2.0,604.0,180.0,1920.0,Darebin City Council,-37.7369,144.9905,Northern Metropolitan,14577.0,697500.0
Preston,7 Kenneth St,3,h,1100000.0,PI,Love,4/03/2017,8.8,3072.0,3.0,2.0,3.0,490.0,130.0,,Darebin City Council,-37.7413,145.0203,Northern Metropolitan,14577.0,825000.0
Preston,82 Raglan St,2,h,837000.0,S,Nelson,4/03/2017,8.8,3072.0,2.0,1.0,3.0,581.0,96.0,1950.0,Darebin City Council,-37.7508,145.0209,Northern Metropolitan,14577.0,627750.0
Preston,191 Tyler St,3,h,950000.0,SP,Ray,4/06/2016,8.8,3072.0,3.0,1.0,2.0,563.0,180.0,1918.0,Darebin City Council,-37.7318,145.0192,Northern Metropolitan,14577.0,712500.0
Preston,227 Murray Rd,2,h,850000.0,S,Barry,7/05/2016,8.8,3072.0,2.0,1.0,1.0,356.0,102.0,1940.0,Darebin City Council,-37.7384,145.0058,Northern Metropolitan,14577.0,637500.0
Preston,131b Albert St,2,h,540000.0,PI,hockingstuart,7/11/2016,8.8,3072.0,2.0,1.0,2.0,250.0,97.0,2005.0,Darebin City Council,-37.7373,145.0237,Northern Metropolitan,14577.0,405000.0
